MatrixID	Name	Class	Family	Type	UniprotID	SpeciesName	BaseID	TaxGroup	Cluster	ClusterColor	ClusterDesc
MA2105.1	GLYMA-13G317000	Basic leucine zipper factors (bZIP)	Group A	ChIP-seq	K7M309	Glycine max	MA2105	plants	cluster_07	255,228,196	BHLH_CAMTA
MA2106.1	Zm00001d024644	Tryptophan cluster factors	MYB-related	ChIP-seq	B4FLJ6	Zea mays	MA2106	plants	cluster_05	240,255,255	Tryptophan_cluster
MA2342.1	URI	Basic helix-loop-helix factors (bHLH)	bHLH	ChIP-seq	Q9LT23	Arabidopsis thaliana	MA2342	plants	cluster_07	255,228,196	BHLH_CAMTA
MA2343.1	MYB3R3	Tryptophan cluster factors	MYB	ChIP-seq	Q8H1P9	Arabidopsis thaliana	MA2343	plants	cluster_11	138,43,226	MYB
MA2344.1	REV	Homeo domain factors	HD-ZIP	ChIP-seq	Q9SE43	Arabidopsis thaliana	MA2344	plants	cluster_09	255,235,205	HDZIP_PLINC_AHL
MA2345.1	OS02G0104500	Tryptophan cluster factors	Trihelix	PBM	Q6YPG7	Oryza sativa	MA2345	plants	cluster_10	0,0,255	WRKY
MA2346.1	OsTCP7	TCP		PBM	Q6H878	Oryza sativa	MA2346	plants	cluster_01	240,248,255	ARF_TCP
MA2347.1	OS04G0486400	Tryptophan cluster factors	Trihelix	PBM	Q7XUC2	Oryza sativa	MA2347	plants	cluster_18	100,149,237	TRP_Trihelix
MA2348.1	IDD6	C2H2 zinc finger factors	IDD	DAP-seq	Q8RWX7	Arabidopsis thaliana	MA2348	plants	cluster_08	0,0,0	C2H2_DOF
MA2349.1	OsCCA1	Tryptophan cluster factors	MYB-related	PBM	A0A0P0XBU0	Oryza sativa	MA2349	plants	cluster_13	222,184,135	RVE_ARR_GATA
MA2350.1	OsFBH1	Basic helix-loop-helix factors (bHLH)	bHLH	PBM	Q6Z3R6	Oryza sativa	MA2350	plants	cluster_07	255,228,196	BHLH_CAMTA
MA2351.1	OsEIL3	Other all-alpha-helical DNA-binding domains	EIL	PBM	Q0J0P1	Oryza sativa	MA2351	plants	cluster_26	0,100,0	EIL_SBP
MA2352.1	PC-MYB1	Tryptophan cluster factors	MYB	DAP-seq	Q9S7G7	Arabidopsis thaliana	MA2352	plants	cluster_11	138,43,226	MYB
MA2353.1	PK02532.1	Tryptophan cluster factors	MYB-related	PBM		Cannabis sativa	MA2353	plants	cluster_13	222,184,135	RVE_ARR_GATA
MA2354.1	PK06182.1	Tryptophan cluster factors	MYB	PBM		Cannabis sativa	MA2354	plants	cluster_02	250,235,215	MYB_TRB
MA2355.1	PK06791.1	C3H(C),C2HC zinc-fingers like factors	SBP	PBM		Cannabis sativa	MA2355	plants	cluster_28	189,183,107	SPL_A
MA2356.1	PK20555.1	Other C4 zinc finger-type factors	DOF	PBM		Cannabis sativa	MA2356	plants	cluster_03	0,255,255	DOF_CDF
MA2357.1	PK21687.1	Tryptophan cluster factors	MYB-related	PBM		Cannabis sativa	MA2357	plants	cluster_18	100,149,237	TRP_Trihelix
MA2358.1	PK22320.1	C3H(C),C2HC zinc-fingers like factors	SBP	PBM		Cannabis sativa	MA2358	plants	cluster_28	189,183,107	SPL_A
MA2359.1	PK23829.1	Tryptophan cluster factors	MYB-related	PBM		Cannabis sativa	MA2359	plants	cluster_05	240,255,255	Tryptophan_cluster
MA2360.1	PK28565.1	Tryptophan cluster factors	MYB	PBM		Cannabis sativa	MA2360	plants	cluster_11	138,43,226	MYB
MA2361.1	PRUPE_ppa000682mg	C3H(C),C2HC zinc-fingers like factors	SBP	PBM			MA2361	plants	cluster_28	189,183,107	SPL_A
MA2362.1	TEIL	EIL		Transfac	Q9ZWK1		MA2362	plants	cluster_26	0,100,0	EIL_SBP
MA2363.1	TOE2	AP2/EREBP	AP2	PBM	Q9LVG2	Arabidopsis thaliana	MA2363	plants	cluster_36	72,61,139	SMZ_RAP2-7_TOE2
MA2364.1	VIT_15s0048g01150	TCP		PBM	F6I360		MA2364	plants	cluster_01	240,248,255	ARF_TCP
MA2365.1	VIT_17s0000g10420	Tryptophan cluster factors	Trihelix	PBM	D7SH98		MA2365	plants	cluster_18	100,149,237	TRP_Trihelix
MA2366.1	VOZ2	GCM domain factors	VOZ	PBM	Q9SLB9	Arabidopsis thaliana	MA2366	plants	cluster_50	220,220,220	VOZ2
MA2367.1	WIP5	C2H2 zinc finger factors	C2H2	DAP-seq	Q8W031	Arabidopsis thaliana	MA2367	plants	cluster_05	240,255,255	Tryptophan_cluster
MA2368.1	WRKY51	GCM domain factors	WRKY	PBM	Q93WU9	Arabidopsis thaliana	MA2368	plants	cluster_10	0,0,255	WRKY
MA2369.1	ZHD14	Homeo domain factors	PLINC	DAP-seq	Q9LQW3	Arabidopsis thaliana	MA2369	plants	cluster_04	127,255,212	HSF_GARP
MA2370.1	MBD2	C2H2 zinc finger factors		PBM	Q8LA53	Arabidopsis thaliana	MA2370	plants	cluster_12	165,42,42	BZIP
MA2371.1	MYB31	Tryptophan cluster factors	MYB	DAP-seq	Q9CA52	Arabidopsis thaliana	MA2371	plants	cluster_02	250,235,215	MYB_TRB
MA2372.1	AZF1	C2H2 zinc finger factors		DAP-seq	Q9SSW1	Arabidopsis thaliana	MA2372	plants	cluster_19	255,248,220	AZF
MA2373.1	AZF2	C2H2 zinc finger factors		PBM	Q9SSW2	Arabidopsis thaliana	MA2373	plants	cluster_19	255,248,220	AZF
MA2374.1	AHL13	A.T hook factors	AHL	PBM	Q940I0	Arabidopsis thaliana	MA2374	plants	cluster_09	255,235,205	HDZIP_PLINC_AHL
MA2375.1	BMY2	Basic helix-loop-helix factors (bHLH)	BES/BZR	DAP-seq	Q9FH80	Arabidopsis thaliana	MA2375	plants	cluster_07	255,228,196	BHLH_CAMTA
MA2376.1	CAMTA5	GCM domain factors	CAMTA	DAP-seq	O23463	Arabidopsis thaliana	MA2376	plants	cluster_07	255,228,196	BHLH_CAMTA
MA2377.1	cassava45561.m1	TCP		PBM			MA2377	plants	cluster_01	240,248,255	ARF_TCP
MA2378.1	CRF3	AP2/EREBP	ERF/DREB	PBM	Q9FK12	Arabidopsis thaliana	MA2378	plants	cluster_30	85,107,47	ERF
MA2379.1	DOF3.1	Other C4 zinc finger-type factors	DOF	PBM	Q94AR6	Arabidopsis thaliana	MA2379	plants	cluster_03	0,255,255	DOF_CDF
MA2380.1	DOF4.7	Other C4 zinc finger-type factors	DOF	DAP-seq	Q84K52	Arabidopsis thaliana	MA2380	plants	cluster_03	0,255,255	DOF_CDF
MA2381.1	e_gw1.170.52.1	Other C4 zinc finger-type factors	DOF	PBM		Physcomitrium patens	MA2381	plants	cluster_03	0,255,255	DOF_CDF
MA2382.1	e_gw1.209.40.1	Basic helix-loop-helix factors (bHLH)	bHLH	PBM		Physcomitrium patens	MA2382	plants	cluster_07	255,228,196	BHLH_CAMTA
MA2383.1	e_gw1.392.16.1	Other C4 zinc finger-type factors	DOF	PBM		Physcomitrium patens	MA2383	plants	cluster_03	0,255,255	DOF_CDF
MA2384.1	estExt_Genewise1.C_2060077	Basic leucine zipper factors (bZIP)	bZIP	PBM		Physcomitrium patens	MA2384	plants	cluster_07	255,228,196	BHLH_CAMTA
MA2385.1	estExt_gwp_gw1.C_220046	Fork head/winged helix factors	E2F	PBM		Physcomitrium patens	MA2385	plants	cluster_51	248,248,255	E2F_moss
MA2386.1	estExt_gwp_gw1.C_550163	AP2/EREBP	ERF/DREB	PBM		Physcomitrium patens	MA2386	plants	cluster_15	127,255,0	ERF_DREB_A
MA2387.1	NAC094	GCM domain factors	NAC	DAP-seq	Q9FIW5	Arabidopsis thaliana	MA2387	plants	cluster_16	210,105,30	NAC_A
MA2388.1	GATA1	Other C4 zinc finger-type factors	C4-GATA-related	DAP-seq	Q8LAU9	Arabidopsis thaliana	MA2388	plants	cluster_13	222,184,135	RVE_ARR_GATA
MA2389.1	GBF1	Basic leucine zipper factors (bZIP)		PBM	P42774	Arabidopsis thaliana	MA2389	plants	cluster_07	255,228,196	BHLH_CAMTA
MA2390.1	GLYMA19G26560	Basic leucine zipper factors (bZIP)		PBM	I1N7U7	Glycine max	MA2390	plants	cluster_01	240,248,255	ARF_TCP
MA2391.1	Lg3	Homeo domain factors	TALE-type HD	PBM	Q9SYT6	Zea mays	MA2391	plants	cluster_14	95,158,160	BZIP_TGA
MA2392.1	GRMZM2G135447	Homeo domain factors	TALE-type HD	PBM	B4FHU3	Zea mays	MA2392	plants	cluster_14	95,158,160	BZIP_TGA
MA2393.1	PHYPA_008731	Basic helix-loop-helix factors (bHLH)		PBM	A0A2K1KF05	Physcomitrium patens	MA2393	plants	cluster_07	255,228,196	BHLH_CAMTA
MA2394.1	PpDof6	Other C4 zinc finger-type factors	DOF	PBM	H1ACT2	Physcomitrium patens	MA2394	plants	cluster_03	0,255,255	DOF_CDF
MA2395.1	PHYPA_011264	AP2/EREBP	ERF/DREB	PBM	A0A2K1K6H1	Physcomitrium patens	MA2395	plants	cluster_15	127,255,0	ERF_DREB_A
MA2396.1	IDD1	C2H2 zinc finger factors	IDD	DAP-seq	Q9LVQ7	Arabidopsis thaliana	MA2396	plants	cluster_08	0,0,0	C2H2_DOF
MA2397.1	ILR3	Basic helix-loop-helix factors (bHLH)		PBM	Q9FH37	Arabidopsis thaliana	MA2397	plants	cluster_07	255,228,196	BHLH_CAMTA
MA2398.1	AS2	Other C4 zinc finger-type factors	LBD	DAP-seq	O04479	Arabidopsis thaliana	MA2398	plants	cluster_37	47,79,79	ERF9_AS2
MA2399.1	LjSGA_053525.1	TCP		PBM			MA2399	plants	cluster_01	240,248,255	ARF_TCP
MA2400.1	LjTCP20	TCP		PBM			MA2400	plants	cluster_01	240,248,255	ARF_TCP
MA2401.1	Os05g0437700	Basic leucine zipper factors (bZIP)		PBM	Q75HX9	Oryza sativa	MA2401	plants	cluster_07	255,228,196	BHLH_CAMTA
MA2402.1	OsERF104	AP2/EREBP	ERF/DREB	PBM	Q0J525	Oryza sativa	MA2402	plants	cluster_30	85,107,47	ERF
MA2403.1	DVH24_040989	Tryptophan cluster factors	Trihelix	PBM	A0A498ICG5		MA2403	plants	cluster_18	100,149,237	TRP_Trihelix
MA2404.1	OsTRBF3	Tryptophan cluster factors	MYB-related	PBM	Q0JJZ1	Oryza sativa	MA2404	plants	cluster_02	250,235,215	MYB_TRB
MA2405.1	OsMSL08	Tryptophan cluster factors	Trihelix	PBM	Q6ZHM5	Oryza sativa	MA2405	plants	cluster_10	0,0,255	WRKY
MA2406.1	PK03576.1	Basic helix-loop-helix factors (bHLH)	bHLH	PBM		Cannabis sativa	MA2406	plants	cluster_07	255,228,196	BHLH_CAMTA
MA2407.1	PK24978.1	Basic leucine zipper factors (bZIP)	Group A	PBM		Cannabis sativa	MA2407	plants	cluster_07	255,228,196	BHLH_CAMTA
MA2408.1	BAD1	TCP		DAP-seq	B4F7W2	Zea mays	MA2408	plants	cluster_01	240,248,255	ARF_TCP
MA2409.1	ZmbZIP25	Basic leucine zipper factors (bZIP)	D	DAP-seq		Zea mays	MA2409	plants	cluster_14	95,158,160	BZIP_TGA
MA2410.1	ZmbZIP54	Basic leucine zipper factors (bZIP)	S	DAP-seq		Zea mays	MA2410	plants	cluster_14	95,158,160	BZIP_TGA
MA2411.1	ZmbZIP57	Basic leucine zipper factors (bZIP)	S	DAP-seq		Zea mays	MA2411	plants	cluster_14	95,158,160	BZIP_TGA
MA2412.1	ZmbZIP72	Basic leucine zipper factors (bZIP)	S	DAP-seq		Zea mays	MA2412	plants	cluster_14	95,158,160	BZIP_TGA
MA2413.1	ZmbZIP96	Basic leucine zipper factors (bZIP)	D	DAP-seq		Zea mays	MA2413	plants	cluster_07	255,228,196	BHLH_CAMTA
MA2414.1	EREB127	AP2/EREBP	ERF/DREB	DAP-seq	K7UY40	Zea mays	MA2414	plants	cluster_15	127,255,0	ERF_DREB_A
MA2415.1	EREB138	AP2/EREBP	ERF/DREB	DAP-seq	A0A060D2G6	Zea mays	MA2415	plants	cluster_24	184,134,11	ERF_DREB_B
MA2416.1	EREB29	AP2/EREBP	ERF/DREB	DAP-seq		Zea mays	MA2416	plants	cluster_24	184,134,11	ERF_DREB_B
MA2417.1	EREB71	AP2/EREBP	ERF/DREB	DAP-seq	B4FZ51	Zea mays	MA2417	plants	cluster_15	127,255,0	ERF_DREB_A
MA2418.1	IG1	Other C4 zinc finger-type factors	LBD	DAP-seq	Q32SG3	Zea mays	MA2418	plants	cluster_24	184,134,11	ERF_DREB_B
MA2419.1	UB3	C3H(C),C2HC zinc-fingers like factors	SBP	DAP-seq		Zea mays	MA2419	plants	cluster_26	0,100,0	EIL_SBP
MA2420.1	SBP6	C3H(C),C2HC zinc-fingers like factors	SBP	DAP-seq	Q9SM14	Zea mays	MA2420	plants	cluster_26	0,100,0	EIL_SBP
MA2421.1	SBP8	C3H(C),C2HC zinc-fingers like factors	SBP	DAP-seq	A0A060CV13	Zea mays	MA2421	plants	cluster_26	0,100,0	EIL_SBP
MA2422.1	OsbZIP42	Basic leucine zipper factors (bZIP)	Group A	DAP-seq	Q0DH66	Oryza sativa	MA2422	plants	cluster_07	255,228,196	BHLH_CAMTA
MA2423.1	OsbZIP69	Basic leucine zipper factors (bZIP)	Group A	DAP-seq	C7J6C6	Oryza sativa	MA2423	plants	cluster_14	95,158,160	BZIP_TGA
MA2424.1	OsbZIP77	Basic leucine zipper factors (bZIP)	Group A	DAP-seq	C7J717	Oryza sativa	MA2424	plants	cluster_14	95,158,160	BZIP_TGA
MA2425.1	SPL11A	C3H(C),C2HC zinc-fingers like factors	SBP	DAP-seq		Triticum aestivum	MA2425	plants	cluster_38	47,79,79	SPL_C
MA2426.1	SPL11B	C3H(C),C2HC zinc-fingers like factors	SBP	DAP-seq		Triticum aestivum	MA2426	plants	cluster_38	47,79,79	SPL_C
MA2427.1	SPL12B	C3H(C),C2HC zinc-fingers like factors	SBP	DAP-seq		Triticum aestivum	MA2427	plants	cluster_38	47,79,79	SPL_C
MA2428.1	SPL13B	C3H(C),C2HC zinc-fingers like factors	SBP	DAP-seq		Triticum aestivum	MA2428	plants	cluster_38	47,79,79	SPL_C
MA2429.1	SPL13D	C3H(C),C2HC zinc-fingers like factors	SBP	DAP-seq		Triticum aestivum	MA2429	plants	cluster_38	47,79,79	SPL_C
MA2430.1	SPL14B	C3H(C),C2HC zinc-fingers like factors	SBP	DAP-seq		Triticum aestivum	MA2430	plants	cluster_38	47,79,79	SPL_C
MA2431.1	SPL15A	C3H(C),C2HC zinc-fingers like factors	SBP	DAP-seq		Triticum aestivum	MA2431	plants	cluster_38	47,79,79	SPL_C
MA2432.1	SPL15B	C3H(C),C2HC zinc-fingers like factors	SBP	DAP-seq		Triticum aestivum	MA2432	plants	cluster_52	255,215,0	SPL15B
MA2433.1	SPL15D	C3H(C),C2HC zinc-fingers like factors	SBP	DAP-seq		Triticum aestivum	MA2433	plants	cluster_38	47,79,79	SPL_C
MA2434.1	SPL16A	C3H(C),C2HC zinc-fingers like factors	SBP	DAP-seq		Triticum aestivum	MA2434	plants	cluster_38	47,79,79	SPL_C
MA2435.1	SPL16D	C3H(C),C2HC zinc-fingers like factors	SBP	DAP-seq		Triticum aestivum	MA2435	plants	cluster_38	47,79,79	SPL_C
MA2436.1	SPL18A	C3H(C),C2HC zinc-fingers like factors	SBP	DAP-seq		Triticum aestivum	MA2436	plants	cluster_38	47,79,79	SPL_C
MA2437.1	SPL19B	C3H(C),C2HC zinc-fingers like factors	SBP	DAP-seq		Triticum aestivum	MA2437	plants	cluster_38	47,79,79	SPL_C
MA2438.1	SPL1D	C3H(C),C2HC zinc-fingers like factors	SBP	DAP-seq		Triticum aestivum	MA2438	plants	cluster_38	47,79,79	SPL_C
MA2439.1	SPL2A	C3H(C),C2HC zinc-fingers like factors	SBP	DAP-seq		Triticum aestivum	MA2439	plants	cluster_38	47,79,79	SPL_C
MA2440.1	SPL2B	C3H(C),C2HC zinc-fingers like factors	SBP	DAP-seq		Triticum aestivum	MA2440	plants	cluster_38	47,79,79	SPL_C
MA2441.1	SPL3A	C3H(C),C2HC zinc-fingers like factors	SBP	DAP-seq		Triticum aestivum	MA2441	plants	cluster_38	47,79,79	SPL_C
MA2442.1	SPL3B	C3H(C),C2HC zinc-fingers like factors	SBP	DAP-seq		Triticum aestivum	MA2442	plants	cluster_38	47,79,79	SPL_C
MA2443.1	SPL3D	C3H(C),C2HC zinc-fingers like factors	SBP	DAP-seq		Triticum aestivum	MA2443	plants	cluster_38	47,79,79	SPL_C
MA2444.1	SPL4A	C3H(C),C2HC zinc-fingers like factors	SBP	DAP-seq		Triticum aestivum	MA2444	plants	cluster_38	47,79,79	SPL_C
MA2445.1	SPL4D	C3H(C),C2HC zinc-fingers like factors	SBP	DAP-seq		Triticum aestivum	MA2445	plants	cluster_38	47,79,79	SPL_C
MA2446.1	SPL5A	C3H(C),C2HC zinc-fingers like factors	SBP	DAP-seq		Triticum aestivum	MA2446	plants	cluster_38	47,79,79	SPL_C
MA2447.1	SPL5B	C3H(C),C2HC zinc-fingers like factors	SBP	DAP-seq		Triticum aestivum	MA2447	plants	cluster_33	139,0,0	SPL_B
MA2448.1	SPL5D	C3H(C),C2HC zinc-fingers like factors	SBP	DAP-seq		Triticum aestivum	MA2448	plants	cluster_38	47,79,79	SPL_C
MA2449.1	SPL6A	C3H(C),C2HC zinc-fingers like factors	SBP	DAP-seq		Triticum aestivum	MA2449	plants	cluster_38	47,79,79	SPL_C
MA2450.1	SPL7A	C3H(C),C2HC zinc-fingers like factors	SBP	DAP-seq		Triticum aestivum	MA2450	plants	cluster_38	47,79,79	SPL_C
MA2451.1	SPL7B	C3H(C),C2HC zinc-fingers like factors	SBP	DAP-seq		Triticum aestivum	MA2451	plants	cluster_38	47,79,79	SPL_C
MA2452.1	SPL8A	C3H(C),C2HC zinc-fingers like factors	SBP	DAP-seq		Triticum aestivum	MA2452	plants	cluster_33	139,0,0	SPL_B
MA2453.1	SPL8B	C3H(C),C2HC zinc-fingers like factors	SBP	DAP-seq		Triticum aestivum	MA2453	plants	cluster_33	139,0,0	SPL_B
MA2454.1	SPL8D1	C3H(C),C2HC zinc-fingers like factors	SBP	DAP-seq		Triticum aestivum	MA2454	plants	cluster_33	139,0,0	SPL_B
MA2455.1	SPL9D	C3H(C),C2HC zinc-fingers like factors	SBP	DAP-seq		Triticum aestivum	MA2455	plants	cluster_38	47,79,79	SPL_C
